rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_international_outlook,scores_international_outlook_rank,scores_industry_income,scores_industry_income_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,country,subjects_offered,year,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,female_ratio,male_ratio
189.0,University of Münster,54.3,1900.0,41.0,203.0,48.7,576.0,47.5,384.0,42.5,182.0,81.3,228.0,Germany,"Accounting & Finance,Languages, Literature & Linguistics,Other Health,Medicine & Dentistry,Archaeology,Biological Sciences,Chemistry,Geography,Physics & Astronomy,Sport Science,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Economics & Econometrics,Law,Education,Sociology,Psychology,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Politics & International Studies (incl Development Studies),Business & Management,History, Philosophy & Theology",2021-01-01,43835.0,43.4,8.0,,
189.0,Tel Aviv University,54.3,1910.0,41.3,196.0,54.7,463.0,41.8,562.0,51.3,110.0,71.2,358.0,Israel,"Medicine & Dentistry,Biological Sciences,Business & Management,Education,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Computer Science,Sociology,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Psychology,Architecture,Agriculture & Forestry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Communication & Media Studies,Archaeology,Law,Mathematics & Statistics,Other Health,Chemistry",2021-01-01,22414.0,22.3,7.0,55.0,45.0
192.0,University of East Anglia,54.2,1920.0,28.3,504.0,87.7,106.0,35.7,1051.0,30.1,349.0,97.2,44.0,United Kingdom,"Geology, Environmental, Earth & Marine Sciences,Geography,Other Health,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Physics & Astronomy,General Engineering,Education,History, Philosophy & Theology,Civil Engineering,Medicine & Dentistry,Psychology,Computer Science,Sport Science,Business & Management,Chemistry,Accounting & Finance,Sociology,Law,Biological Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Communication & Media Studies,Archaeology,Mathematics & Statistics",2021-01-01,15195.0,13.9,28.0,60.0,40.0
193.0,University of Canberra,54.1,1930.0,25.2,619.0,86.9,119.0,38.6,752.0,31.1,330.0,99.2,17.0,Australia,"Languages, Literature & Linguistics,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Other Health,Education,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Sport Science,Business & Management,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Computer Science,Communication & Media Studies,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Medicine & Dentistry,Mathematics & Statistics,Law,Sociology,Civil Engineering,Biological Sciences",2021-01-01,10823.0,36.2,32.0,,
194.0,University of Duisburg-Essen,54.0,1940.0,34.4,324.0,60.0,387.0,71.6,142.0,32.8,303.0,91.8,103.0,Germany,"Other Health,Computer Science,Accounting & Finance,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Physics & Astronomy,History, Philosophy & Theology,Civil Engineering,Psychology,Economics & Econometrics,Sport Science,Communication & Media Studies,Education,Medicine & Dentistry,Biological Sciences,Sociology,Business & Management,General Engineering,Electrical & Electronic Engineering",2021-01-01,42698.0,53.0,19.0,48.0,52.0
194.0,University of Technology Sydney,54.0,1950.0,33.5,351.0,96.1,26.0,50.3,342.0,42.9,176.0,75.3,298.0,Australia,"Sociology,Psychology,Computer Science,General Engineering,Agriculture & Forestry,Medicine & Dentistry,Education,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mathematics & Statistics,Chemical Engineering,History, Philosophy & Theology,Art, Performing Arts & Design,Physics & Astronomy,Electrical & Electronic Engineering,Architecture,Civil Engineering,Law,Economics & Econometrics,Communication & Media Studies,Accounting & Finance,Sport Science,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Other Health",2021-01-01,26385.0,43.4,34.0,51.0,49.0
194.0,University of the Witwatersrand,54.0,1960.0,31.2,408.0,73.7,242.0,100.0,11.0,43.2,173.0,78.8,248.0,South Africa,"Physics & Astronomy,Art, Performing Arts & Design,Mathematics & Statistics,Civil Engineering,Accounting & Finance,Chemistry,Medicine & Dentistry,Communication & Media Studies,Other Health,Computer Science,Geography,General Engineering,Sociology,Education,Archaeology,Geology, Environmental, Earth & Marine Sciences,Architecture,Chemical Engineering,Languages, Literature & Linguistics,Biological Sciences,Law,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics",2021-01-01,28521.0,26.3,8.0,56.0,44.0
197.0,Yonsei University (Seoul campus),53.9,1970.0,51.2,99.0,58.4,411.0,98.9,26.0,52.6,106.0,53.0,595.0,South Korea,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Physics & Astronomy,Civil Engineering,History, Philosophy & Theology,Sport Science,Biological Sciences,Computer Science,Law,Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Accounting & Finance,Chemistry,Architecture,Other Health,Mathematics & Statistics,Business & Management,General Engineering,Medicine & Dentistry,Art, Performing Arts & Design,Sociology,Psychology,Communication & Media Studies,Chemical Engineering,Politics & International Studies (incl Development Studies)",2021-01-01,17744.0,14.6,22.0,47.0,53.0
198.0,University of Antwerp,53.8,1980.0,35.6,301.0,69.6,274.0,72.2,138.0,44.5,158.0,75.8,282.0,Belgium,"Electrical & Electronic Engineering,Other Health,Law,Art, Performing Arts & Design,Veterinary Science,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Architecture,Biological Sciences,History, Philosophy & Theology,Chemistry,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Sociology,General Engineering,Medicine & Dentistry,Education,Mathematics & Statistics,Economics & Econometrics,Chemical Engineering,Physics & Astronomy,Communication & Media Studies",2021-01-01,15166.0,29.3,17.0,55.0,45.0
198.0,Cardiff University,53.8,1990.0,32.5,374.0,85.1,131.0,37.8,821.0,35.5,260.0,87.1,157.0,United Kingdom,"Education,Psychology,Other Health,Archaeology,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Accounting & Finance,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Economics & Econometrics,Physics & Astronomy",2021-01-01,25501.0,13.5,27.0,59.0,41.0
198.0,George Washington University,53.8,2000.0,48.6,113.0,55.5,449.0,35.0,1179.0,32.4,312.0,81.5,225.0,United States,"Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Psychology,Archaeology,Other Health,Physics & Astronomy,Medicine & Dentistry,General Engineering,Art, Performing Arts & Design,Education,Sport Science,Economics & Econometrics,Biological Sciences,Accounting & Finance,Mathematics & Statistics,Business & Management,Law,Communication & Media Studies,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Politics & International Studies (incl Development Studies),Architecture,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Geography",2021-01-01,23488.0,13.1,18.0,60.0,40.0
198.0,University of Lausanne,53.8,2010.0,33.1,361.0,92.7,67.0,67.8,162.0,44.2,161.0,73.3,335.0,Switzerland,"Communication & Media Studies,Archaeology,Other Health,Geography,Medicine & Dentistry,Law,Education,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sociology,Psychology,Sport Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",2021-01-01,12197.0,9.6,24.0,,
198.0,University of St Andrews,53.8,2020.0,42.2,182.0,96.6,20.0,37.6,842.0,41.8,192.0,67.8,399.0,United Kingdom,"Other Health,Geography,Communication & Media Studies,Business & Management,Psychology,Sociology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Archaeology,Computer Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Chemistry,Biological Sciences,History, Philosophy & Theology,Physics & Astronomy,Languages, Literature & Linguistics",2021-01-01,9213.0,12.7,46.0,58.0,42.0
100.0,University of Abou Bekr Belkaïd Tlemcen,10.7,10020.0,29.1,479.0,37.0,843.0,34.8,1209.0,8.8,1276.0,5.6,1377.0,Algeria,"Art, Performing Arts & Design,Biological Sciences,Education,Physics & Astronomy,Business & Management,Electrical & Electronic Engineering,Veterinary Science,Computer Science,Psychology,Chemistry,Sociology,Archaeology,Accounting & Finance,History, Philosophy & Theology,Mathematics & Statistics,Mechanical & Aerospace Engineering,Law,Chemical Engineering,Languages, Literature & Linguistics,Agriculture & Forestry,General Engineering,Economics & Econometrics,Civil Engineering,Politics & International Studies (incl Development Studies)",2021-01-01,43446.0,24.5,1.0,67.0,33.0
100.0,Acıbadem University,10.7,10030.0,22.0,793.0,19.8,1247.0,34.8,1210.0,8.6,1298.0,7.5,1355.0,Turkey,"General Engineering,Sociology,Biological Sciences,Medicine & Dentistry,Other Health,Psychology",2021-01-01,2342.0,4.3,2.0,74.0,26.0
100.0,AGH University of Science and Technology,10.7,10040.0,17.7,1097.0,20.7,1222.0,38.3,776.0,13.5,904.0,23.6,1036.0,Poland,"Mechanical & Aerospace Engineering,Computer Science,Sociology,Business & Management,Chemical Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering",2021-01-01,28620.0,13.0,2.0,,
100.0,Akdeniz University,10.7,10050.0,15.2,1301.0,17.2,1321.0,35.2,1132.0,9.0,1254.0,13.9,1232.0,Turkey,"Accounting & Finance,Archaeology,Agriculture & Forestry,Business & Management,General Engineering,Chemical Engineering,Art, Performing Arts & Design,Civil Engineering,Languages, Literature & Linguistics,Physics & Astronomy,Medicine & Dentistry,History, Philosophy & Theology,Computer Science,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,Other Health,Mathematics & Statistics,Biological Sciences,Education,Electrical & Electronic Engineering,Architecture,Communication & Media Studies,Law,Sport Science",2021-01-01,42862.0,35.9,1.0,45.0,55.0
100.0,Akita University,10.7,10060.0,21.0,861.0,22.2,1178.0,40.9,606.0,10.7,1105.0,9.2,1326.0,Japan,"Computer Science,Education,Biological Sciences,Mathematics & Statistics,Chemical Engineering,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Sociology,Civil Engineering,Economics & Econometrics,Medicine & Dentistry,Languages, Literature & Linguistics,Chemistry,Mechanical & Aerospace Engineering",2021-01-01,4942.0,9.8,4.0,35.0,65.0
100.0,Al-Azhar University,10.7,10070.0,15.2,1302.0,46.7,614.0,34.5,1299.0,8.3,1319.0,16.5,1180.0,Egypt,"Chemical Engineering,Electrical & Electronic Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Other Health,Sport Science,Computer Science,Veterinary Science,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,General Engineering,Medicine & Dentistry,Agriculture & Forestry,Civil Engineering",2021-01-01,342151.0,32.6,6.0,45.0,55.0
100.0,Alexandria University,10.7,10080.0,18.9,1009.0,44.5,666.0,39.6,683.0,13.1,932.0,24.1,1029.0,Egypt,"Electrical & Electronic Engineering,Biological Sciences,Architecture,Mathematics & Statistics,Veterinary Science,Business & Management,Education,Sport Science,Sociology,Art, Performing Arts & Design,General Engineering,Communication & Media Studies,Accounting & Finance,Computer Science,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Geography,History, Philosophy & Theology,Civil Engineering,Chemistry,Economics & Econometrics,Law,Psychology,Archaeology,Medicine & Dentistry,Agriculture & Forestry,Physics & Astronomy,Languages, Literature & Linguistics,Chemical Engineering",2021-01-01,182129.0,27.4,3.0,54.0,46.0
100.0,Alexandru Ioan Cuza University,10.7,10090.0,16.7,1186.0,31.9,940.0,34.5,1300.0,11.1,1078.0,9.7,1320.0,Romania,"Education,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Physics & Astronomy,Archaeology,Chemistry,Sport Science,Biological Sciences,Law,Geography,History, Philosophy & Theology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Business & Management,Sociology,Languages, Literature & Linguistics,Economics & Econometrics,Psychology",2021-01-01,23124.0,18.1,6.0,63.0,37.0
100.0,Al-Farabi Kazakh National University,10.7,10100.0,24.3,666.0,61.2,372.0,42.8,515.0,9.6,1216.0,20.7,1085.0,Kazakhstan,"Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Archaeology,Chemical Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Psychology,Computer Science,Mechanical & Aerospace Engineering,Business & Management,Sport Science,Other Health,Biological Sciences,Accounting & Finance,Education,Physics & Astronomy,Medicine & Dentistry,General Engineering,Sociology,Languages, Literature & Linguistics,Chemistry,Communication & Media Studies,Economics & Econometrics,Law,Geography",2021-01-01,21138.0,5.6,11.0,55.0,45.0
100.0,University of Almería,10.7,10110.0,17.1,1148.0,41.3,738.0,36.1,998.0,13.2,925.0,26.2,992.0,Spain,"Business & Management,Sport Science,Mathematics & Statistics,Law,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Education,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Communication & Media Studies,Chemistry,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Other Health,General Engineering,Agriculture & Forestry,Psychology,Electrical & Electronic Engineering,Accounting & Finance,Chemical Engineering,Sociology,History, Philosophy & Theology",2021-01-01,12913.0,18.4,12.0,56.0,44.0
100.0,Alzahra University,10.7,10120.0,18.1,1058.0,15.2,1375.0,36.8,921.0,9.9,1182.0,16.8,1172.0,Iran,"Law,Education,Biological Sciences,Mechanical & Aerospace Engineering,Psychology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Sport Science,Physics & Astronomy,Business & Management,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Chemistry,Accounting & Finance,Sociology,Civil Engineering,History, Philosophy & Theology,Economics & Econometrics",2021-01-01,10110.0,22.5,1.0,100.0,0.0
100.0,Amity University,10.7,10130.0,15.7,1265.0,18.8,1273.0,35.8,1031.0,9.3,1230.0,18.8,1131.0,India,"History, Philosophy & Theology,Biological Sciences,Architecture,Electrical & Electronic Engineering,Economics & Econometrics,Mathematics & Statistics,Art, Performing Arts & Design,Sport Science,Other Health,Mechanical & Aerospace Engineering,Physics & Astronomy,Education,Politics & International Studies (incl Development Studies),Accounting & Finance,Law,Psychology,Computer Science,General Engineering,Communication & Media Studies,Business & Management,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Civil Engineering,Chemistry,Sociology,Chemical Engineering,Geography",2021-01-01,29623.0,15.0,4.0,46.0,54.0
100.0,Anadolu University,10.7,10140.0,13.0,1384.0,17.3,1318.0,100.0,1.0,24.1,490.0,16.5,1181.0,Turkey,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Business & Management,Sociology,Art, Performing Arts & Design,Law,Accounting & Finance,Languages, Literature & Linguistics,Other Health,Archaeology,History, Philosophy & Theology,Education,Psychology,Economics & Econometrics",2021-01-01,830104.0,493.5,1.0,37.0,63.0
100.0,"University of the Andes, Chile",10.7,10150.0,16.1,1245.0,47.8,590.0,34.6,1276.0,10.5,1125.0,15.6,1198.0,Chile,"Electrical & Electronic Engineering,Law,Economics & Econometrics,Civil Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Education,Computer Science,Communication & Media Studies,Medicine & Dentistry,Psychology,Business & Management,Other Health,General Engineering,Accounting & Finance",2021-01-01,8402.0,14.4,2.0,59.0,41.0
100.0,"University of the Andes, Venezuela",10.7,10160.0,15.0,1316.0,45.6,644.0,34.4,1331.0,7.9,1338.0,9.1,1328.0,Venezuela,"Accounting & Finance,Sport Science,Economics & Econometrics,Agriculture & Forestry,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Civil Engineering,Languages, Literature & Linguistics,Other Health,Chemical Engineering,Communication & Media Studies,Law,History, Philosophy & Theology,Psychology,Biological Sciences,Mathematics & Statistics,Business & Management,General Engineering,Architecture,Chemistry,Physics & Astronomy,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Geography,Education,Computer Science",2021-01-01,42198.0,16.8,0.0,58.0,42.0
100.0,Andhra University,10.7,10170.0,37.4,263.0,15.5,1368.0,42.5,532.0,10.8,1097.0,8.0,1346.0,India,"Education,Electrical & Electronic Engineering,Other Health,Business & Management,Mathematics & Statistics,Mechanical & Aerospace Engineering,Architecture,Civil Engineering,Geography,Sport Science,Psychology,Law,Sociology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,History, Philosophy & Theology,Accounting & Finance,Politics & International Studies (incl Development Studies),Physics & Astronomy,Computer Science,General Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Biological Sciences,Chemistry",2021-01-01,9785.0,16.6,2.0,51.0,49.0
100.0,Universidad Andrés Bello (UNAB),10.7,10180.0,13.3,1379.0,47.3,601.0,34.6,1277.0,8.0,1332.0,29.8,935.0,Chile,"General Engineering,Law,Economics & Econometrics,Accounting & Finance,Veterinary Science,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry,Psychology,Education,Architecture,Sociology,History, Philosophy & Theology,Communication & Media Studies,Biological Sciences,Languages, Literature & Linguistics,Computer Science,Civil Engineering,Physics & Astronomy,Art, Performing Arts & Design,Business & Management,Sport Science",2021-01-01,44327.0,21.8,1.0,53.0,47.0
100.0,Ankara University,10.7,10190.0,19.2,992.0,22.5,1171.0,35.1,1151.0,10.0,1168.0,13.9,1233.0,Turkey,"General Engineering,Sport Science,Agriculture & Forestry,Psychology,Physics & Astronomy,Business & Management,Chemical Engineering,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Sociology,Archaeology,Geography,Biological Sciences,Languages, Literature & Linguistics,Chemistry,Veterinary Science,Communication & Media Studies,Computer Science,Economics & Econometrics,Art, Performing Arts & Design,History, Philosophy & Theology,Law,Geology, Environmental, Earth & Marine Sciences,Education,Medicine & Dentistry,Other Health",2021-01-01,69737.0,19.1,4.0,50.0,50.0
100.0,Anna University,10.7,10200.0,22.6,766.0,14.8,1381.0,41.9,554.0,14.1,870.0,18.5,1137.0,India,"Civil Engineering,Mathematics & Statistics,Chemical Engineering,Computer Science,Physics & Astronomy,Architecture,Business & Management,Communication & Media Studies,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Chemistry,Electrical & Electronic Engineering,General Engineering",2021-01-01,14428.0,15.6,1.0,45.0,55.0
100.0,Annamalai University,10.7,10210.0,29.2,477.0,16.8,1333.0,35.3,1114.0,8.6,1299.0,18.7,1133.0,India,"Electrical & Electronic Engineering,Sociology,Chemical Engineering,Mathematics & Statistics,Civil Engineering,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Psychology,Art, Performing Arts & Design,Computer Science,Chemistry,Accounting & Finance,Agriculture & Forestry,Physics & Astronomy,History, Philosophy & Theology,Other Health,Veterinary Science,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Education,Sport Science,Languages, Literature & Linguistics,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences",2021-01-01,23098.0,14.1,2.0,49.0,51.0
100.0,University of Antioquia,10.7,10220.0,16.7,1187.0,37.7,821.0,40.6,622.0,17.0,743.0,17.2,1164.0,Colombia,"Biological Sciences,Medicine & Dentistry,Education,General Engineering,Sociology,Mechanical & Aerospace Engineering,Other Health,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Veterinary Science,History, Philosophy & Theology,Business & Management,Agriculture & Forestry,Mathematics & Statistics,Languages, Literature & Linguistics,Geography,Communication & Media Studies,Economics & Econometrics,Physics & Astronomy,Sport Science,Chemical Engineering,Civil Engineering,Architecture,Chemistry,Accounting & Finance,Electrical & Electronic Engineering,Law,Geology, Environmental, Earth & Marine Sciences,Psychology",2021-01-01,41389.0,24.0,0.0,51.0,49.0
100.0,Aoyama Gakuin University,10.7,10230.0,16.3,1232.0,29.0,1006.0,34.8,1211.0,7.9,1339.0,20.9,1082.0,Japan,"Education,Economics & Econometrics,Law,Art, Performing Arts & Design,Architecture,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Sociology,Physics & Astronomy,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Computer Science,Psychology,Communication & Media Studies,Accounting & Finance,History, Philosophy & Theology,Electrical & Electronic Engineering,Sport Science,Biological Sciences,Archaeology,General Engineering,Geography,Mechanical & Aerospace Engineering,Business & Management,Languages, Literature & Linguistics,Chemistry",2021-01-01,19143.0,11.4,3.0,49.0,51.0
100.0,Assiut University,10.7,10240.0,15.2,1303.0,46.7,615.0,34.4,1332.0,9.0,1255.0,25.7,1001.0,Egypt,"Other Health,Geography,Politics & International Studies (incl Development Studies),Business & Management,Computer Science,Psychology,Biological Sciences,Physics & Astronomy,Accounting & Finance,Chemistry,Geology, Environmental, Earth & Marine Sciences,Education,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Veterinary Science,Civil Engineering,Economics & Econometrics,History, Philosophy & Theology,Sport Science,Medicine & Dentistry,Mechanical & Aerospace Engineering,Communication & Media Studies,Chemical Engineering,Law,Sociology,Art, Performing Arts & Design,Agriculture & Forestry,Architecture,Mathematics & Statistics,General Engineering,Archaeology",2021-01-01,87471.0,19.7,1.0,45.0,55.0
100.0,Austral University of Chile,10.7,10250.0,15.0,1317.0,50.2,548.0,46.9,402.0,12.2,1001.0,22.7,1062.0,Chile,"Veterinary Science,Psychology,Education,Sport Science,Geography,Economics & Econometrics,Computer Science,Art, Performing Arts & Design,Agriculture & Forestry,Accounting & Finance,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Business & Management,Communication & Media Studies,Archaeology,Architecture,Electrical & Electronic Engineering,Biological Sciences,Civil Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Other Health,Geology, Environmental, Earth & Marine Sciences,General Engineering,Medicine & Dentistry,Languages, Literature & Linguistics,Law,Physics & Astronomy",2021-01-01,15575.0,17.7,2.0,50.0,50.0
100.0,Universidad Autónoma del Estado de Hidalgo,10.7,10260.0,15.0,1318.0,22.1,1180.0,36.2,984.0,8.2,1326.0,8.4,1337.0,Mexico,"Education,Veterinary Science,Politics & International Studies (incl Development Studies),Architecture,Business & Management,General Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Chemistry,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Civil Engineering,Law,Languages, Literature & Linguistics,Agriculture & Forestry,Computer Science,Sociology,Economics & Econometrics,Biological Sciences,Communication & Media Studies",2021-01-01,34995.0,18.2,1.0,57.0,43.0
100.0,Universidad Autónoma del Estado de Mexico (UAEMex),10.7,10270.0,14.4,1348.0,25.6,1092.0,39.0,725.0,9.2,1239.0,6.9,1362.0,Mexico,"Chemistry,Economics & Econometrics,Geography,Architecture,Archaeology,Biological Sciences,Psychology,Veterinary Science,Business & Management,Medicine & Dentistry,Accounting & Finance,General Engineering,Art, Performing Arts & Design,Civil Engineering,Sport Science,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Other Health,Computer Science,Agriculture & Forestry,Communication & Media Studies,Electrical & Electronic Engineering,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Physics & Astronomy",2021-01-01,57588.0,22.2,1.0,58.0,42.0
100.0,Universidad Autónoma de Nuevo León (UANL),10.7,10280.0,12.5,1389.0,29.2,1001.0,35.4,1091.0,7.7,1355.0,12.1,1272.0,Mexico,"Accounting & Finance,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics,History, Philosophy & Theology,General Engineering,Sociology,Education,Sport Science,Physics & Astronomy,Art, Performing Arts & Design,Other Health,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Business & Management,Agriculture & Forestry,Psychology,Computer Science,Veterinary Science,Architecture,Medicine & Dentistry,Law,Geography,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Communication & Media Studies",2021-01-01,207520.0,54.1,0.0,,
100.0,Universidad Autónoma de Querétaro,10.7,10290.0,15.4,1285.0,25.9,1076.0,38.7,744.0,9.2,1240.0,17.3,1161.0,Mexico,"Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,Art, Performing Arts & Design,Sport Science,Mathematics & Statistics,Electrical & Electronic Engineering,Geography,Languages, Literature & Linguistics,Medicine & Dentistry,Civil Engineering,Agriculture & Forestry,Chemistry,Physics & Astronomy,History, Philosophy & Theology,Sociology,Law,Psychology,Business & Management,Chemical Engineering,Veterinary Science,Architecture,Economics & Econometrics,Computer Science,Biological Sciences,Communication & Media Studies",2021-01-01,22058.0,39.9,1.0,56.0,44.0
100.0,Universidad Autónoma de Yucatán,10.7,10300.0,15.8,1260.0,29.3,996.0,40.2,648.0,8.1,1330.0,15.9,1194.0,Mexico,"Business & Management,Agriculture & Forestry,Communication & Media Studies,Accounting & Finance,Biological Sciences,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Law,Languages, Literature & Linguistics,Sociology,Art, Performing Arts & Design,Veterinary Science,Other Health,Mathematics & Statistics,General Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Civil Engineering,Archaeology,Education,Physics & Astronomy,Architecture,Electrical & Electronic Engineering,Psychology,Economics & Econometrics,Chemistry",2021-01-01,15206.0,13.6,0.0,50.0,50.0
100.0,Autonomous University of Baja California,10.7,10310.0,13.7,1366.0,30.0,983.0,35.2,1133.0,8.8,1278.0,7.7,1350.0,Mexico,"Architecture,Politics & International Studies (incl Development Studies),Chemistry,Medicine & Dentistry,Law,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering,Physics & Astronomy,Other Health,Computer Science,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance,Mechanical & Aerospace Engineering,Sport Science,Art, Performing Arts & Design,Biological Sciences,Languages, Literature & Linguistics,Sociology,Economics & Econometrics,Education,Psychology,Civil Engineering,Agriculture & Forestry,Electrical & Electronic Engineering,Veterinary Science,Business & Management,Communication & Media Studies",2021-01-01,59507.0,17.7,2.0,53.0,47.0
